query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.0149137955924167	11	210	3	0.0142857142857143	0.272727272727273	GO:0031838	GO:CC	haptoglobin-hemoglobin complex	22097	1191	GO:0032991
query_1	TRUE	0.015274908898713	3	31	2	0.0645161290322581	0.666666666666667	CORUM:3110	CORUM	ITGAV-P2RY2-GNA12 complex	3383	1399	CORUM:0000000
query_1	TRUE	0.0154648190592355	7	197	3	0.0152284263959391	0.428571428571429	GO:0035442	GO:BP	dipeptide transmembrane transport	21031	9346	c("GO:0035672", "GO:0042938")
query_1	TRUE	0.0154648190592355	7	197	3	0.0152284263959391	0.428571428571429	GO:0042938	GO:BP	dipeptide transport	21031	10800	GO:0006857
query_1	TRUE	0.0154729827134935	20	197	4	0.0203045685279188	0.2	GO:0072079	GO:BP	nephron tubule formation	21031	17626	c("GO:0001838", "GO:0072078")
query_1	TRUE	0.0163818620997763	8	197	3	0.0152284263959391	0.375	GO:0061004	GO:BP	pattern specification involved in kidney development	21031	15607	c("GO:0001822", "GO:0007389", "GO:0072048")
query_1	TRUE	0.0163818620997763	8	197	3	0.0152284263959391	0.375	GO:0072048	GO:BP	renal system pattern specification	21031	17595	c("GO:0007389", "GO:0072001")
query_1	TRUE	0.0169932715493385	13	210	3	0.0142857142857143	0.230769230769231	GO:0005833	GO:CC	hemoglobin complex	22097	383	c("GO:0005829", "GO:0032991")
query_1	TRUE	0.0169932715493385	13	210	3	0.0142857142857143	0.230769230769231	GO:0033391	GO:CC	chromatoid body	22097	1419	GO:0036464
query_1	TRUE	0.0172459234309502	313	84	12	0.142857142857143	0.0383386581469649	WP:WP2882	WP	Nuclear receptors meta pathway	8286	183	WP:000000
query_1	TRUE	0.0193646348246944	23	197	4	0.0203045685279188	0.173913043478261	GO:0034587	GO:BP	piRNA processing	21031	8980	GO:0070918
query_1	TRUE	0.0212072661336151	136	210	7	0.0333333333333333	0.0514705882352941	GO:0072562	GO:CC	blood microparticle	22097	2814	c("GO:0005615", "GO:0110165")
query_1	TRUE	0.0237598847375325	22	48	4	0.0833333333333333	0.181818181818182	HP:0004840	HP	Hypochromic microcytic anemia	4958	3308	c("HP:0001931", "HP:0001935")
query_1	TRUE	0.0264945093888793	9	48	3	0.0625	0.333333333333333	HP:0001930	HP	Nonspherocytic hemolytic anemia	4958	1401	HP:0001878
query_1	TRUE	0.0264945093888793	47	48	5	0.104166666666667	0.106382978723404	HP:0001935	HP	Microcytic anemia	4958	1405	HP:0010972
query_1	TRUE	0.0290698568757542	10	48	3	0.0625	0.3	HP:0020080	HP	Erythrocyte inclusion bodies	4958	9322	HP:0001877
query_1	TRUE	0.0317594946896989	11	48	3	0.0625	0.272727272727273	HP:0001899	HP	Increased hematocrit	4958	1378	HP:0031850
query_1	TRUE	0.0317594946896989	11	48	3	0.0625	0.272727272727273	HP:0001900	HP	Increased hemoglobin	4958	1379	HP:0001901
query_1	TRUE	0.0374447255567992	28	119	4	0.0336134453781513	0.142857142857143	REAC:R-HSA-5601884	REAC	PIWI-interacting RNA (piRNA) biogenesis	10842	1635	REAC:R-HSA-211000
query_1	TRUE	0.0392410518861944	28	197	4	0.0203045685279188	0.142857142857143	GO:0034698	GO:BP	response to gonadotropin	21031	9022	GO:0009725
query_1	TRUE	0.0439006382633066	255	210	9	0.0428571428571429	0.0352941176470588	GO:0036464	GO:CC	cytoplasmic ribonucleoprotein granule	22097	1719	c("GO:0005737", "GO:0035770")
query_1	TRUE	0.0493675654035154	13	48	3	0.0625	0.230769230769231	HP:0031850	HP	Abnormal hematocrit	4958	11893	HP:0001877
