query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.0168331424103523	83	187	6	0.0320855614973262	0.072289156626506	GO:0001523	GO:BP	retinoid metabolic process	21031	334	GO:0016101
query_1	TRUE	0.0168331424103523	2	187	2	0.0106951871657754	1	GO:0014849	GO:BP	ureter smooth muscle contraction	21031	4785	c("GO:0014821", "GO:0014848")
query_1	TRUE	0.0168331424103523	4643	187	64	0.342245989304813	0.0137841912556537	GO:0007275	GO:BP	multicellular organism development	21031	2835	c("GO:0032501", "GO:0048856")
query_1	TRUE	0.0189363962051272	356	99	13	0.131313131313131	0.0365168539325843	KEGG:04151	KEGG	PI3K-Akt signaling pathway	8484	285	KEGG:00000
query_1	TRUE	0.0201826112119582	125	187	7	0.0374331550802139	0.056	GO:0003206	GO:BP	cardiac chamber morphogenesis	21031	1645	c("GO:0003007", "GO:0003205", "GO:0009653")
query_1	TRUE	0.0202087779773409	88	187	6	0.0320855614973262	0.0681818181818182	GO:0016101	GO:BP	diterpenoid metabolic process	21031	5180	GO:0006721
query_1	TRUE	0.0283261997883824	75	114	6	0.0526315789473684	0.08	REAC:R-HSA-3000178	REAC	ECM proteoglycans	10842	785	REAC:R-HSA-1474244
query_1	TRUE	0.0305372018708462	3	187	2	0.0106951871657754	0.666666666666667	GO:1905072	GO:BP	cardiac jelly development	21031	24975	c("GO:0007507", "GO:0009888")
query_1	TRUE	0.0305372018708462	3	187	2	0.0106951871657754	0.666666666666667	GO:1901079	GO:BP	positive regulation of relaxation of muscle	21031	21699	c("GO:0051240", "GO:0090075", "GO:1901077")
query_1	TRUE	0.0305372018708462	3	187	2	0.0106951871657754	0.666666666666667	GO:0060596	GO:BP	mammary placode formation	21031	15247	c("GO:0060592", "GO:0060788")
query_1	TRUE	0.0305372018708462	8976	187	104	0.556149732620321	0.0115864527629234	GO:0050896	GO:BP	response to stimulus	21031	13774	GO:0008150
query_1	TRUE	0.0321247646607623	99	187	6	0.0320855614973262	0.0606060606060606	GO:0006721	GO:BP	terpenoid metabolic process	21031	2454	GO:0006720
query_1	TRUE	0.0324221168769504	6537	187	81	0.433155080213904	0.0123910050481872	GO:0007154	GO:BP	cell communication	21031	2749	GO:0009987
query_1	TRUE	0.0327907570201123	1091	187	22	0.117647058823529	0.0201649862511457	GO:0035295	GO:BP	tube development	21031	9257	c("GO:0007275", "GO:0048856")
query_1	TRUE	0.0327907570201123	65	187	5	0.0267379679144385	0.0769230769230769	GO:0051145	GO:BP	smooth muscle cell differentiation	21031	13969	GO:0042692
query_1	TRUE	0.034004832132906	1411	187	26	0.13903743315508	0.0184266477675408	GO:2000026	GO:BP	regulation of multicellular organismal development	21031	26054	c("GO:0007275", "GO:0050793", "GO:0051239")
query_1	TRUE	0.034004832132906	242	187	9	0.0481283422459893	0.0371900826446281	GO:0042445	GO:BP	hormone metabolic process	21031	10531	c("GO:0008152", "GO:0010817")
query_1	TRUE	0.034004832132906	1813	187	31	0.165775401069519	0.0170987313844457	GO:0044281	GO:BP	small molecule metabolic process	21031	11317	GO:0008152
query_1	TRUE	0.034004832132906	104	187	6	0.0320855614973262	0.0576923076923077	GO:0006641	GO:BP	triglyceride metabolic process	21031	2379	GO:0006639
query_1	TRUE	0.0362972404265839	1035	187	21	0.112299465240642	0.0202898550724638	GO:0009887	GO:BP	animal organ morphogenesis	21031	3785	c("GO:0009653", "GO:0048513")
query_1	TRUE	0.0379660116898146	70	187	5	0.0267379679144385	0.0714285714285714	GO:0060411	GO:BP	cardiac septum morphogenesis	21031	15080	c("GO:0003206", "GO:0003279", "GO:0009653")
query_1	TRUE	0.0379660116898146	1512	187	27	0.144385026737968	0.0178571428571429	GO:0007155	GO:BP	cell adhesion	21031	2750	GO:0009987
query_1	TRUE	0.0380666832314375	2230	197	36	0.182741116751269	0.0161434977578475	GO:0030054	GO:CC	cell junction	22097	868	GO:0110165
query_1	TRUE	0.0380666832314375	12345	197	134	0.680203045685279	0.0108545970028352	GO:0005737	GO:CC	cytoplasm	22097	309	c("GO:0005622", "GO:0110165")
query_1	TRUE	0.0380666832314375	9864	197	113	0.573604060913706	0.011455798864558	GO:0016020	GO:CC	membrane	22097	720	GO:0110165
query_1	TRUE	0.0414160015785958	625	187	15	0.0802139037433155	0.024	GO:0048514	GO:BP	blood vessel morphogenesis	21031	13224	c("GO:0001568", "GO:0035239")
query_1	TRUE	0.0414160015785958	4	187	2	0.0106951871657754	0.5	GO:0018916	GO:BP	nitrobenzene metabolic process	21031	5656	c("GO:0006807", "GO:0042537")
query_1	TRUE	0.0414160015785958	432	187	12	0.0641711229946524	0.0277777777777778	GO:0009410	GO:BP	response to xenobiotic stimulus	21031	3512	GO:0042221
query_1	TRUE	0.0414160015785958	6447	187	79	0.422459893048128	0.0122537614394292	GO:0023052	GO:BP	signaling	21031	6877	GO:0050789
query_1	TRUE	0.0414160015785958	838	187	18	0.0962566844919786	0.0214797136038186	GO:0022603	GO:BP	regulation of anatomical structure morphogenesis	21031	6848	c("GO:0009653", "GO:0050793")
query_1	TRUE	0.0414160015785958	4	187	2	0.0106951871657754	0.5	GO:1905222	GO:BP	atrioventricular canal morphogenesis	21031	25100	c("GO:0009653", "GO:0036302")
query_1	TRUE	0.0415996058069807	629	187	15	0.0802139037433155	0.0238473767885533	GO:0032787	GO:BP	monocarboxylic acid metabolic process	21031	8101	GO:0019752
query_1	TRUE	0.0440268974674586	2846	187	42	0.224598930481283	0.0147575544624034	GO:0065008	GO:BP	regulation of biological quality	21031	16385	GO:0065007
query_1	TRUE	0.0445911940499616	379	187	11	0.0588235294117647	0.029023746701847	GO:0044282	GO:BP	small molecule catabolic process	21031	11318	c("GO:0009056", "GO:0044281")
query_1	TRUE	0.0445911940499616	4366	187	58	0.310160427807487	0.0132844709115896	GO:0030154	GO:BP	cell differentiation	21031	6924	GO:0048869
query_1	TRUE	0.0445911940499616	4367	187	58	0.310160427807487	0.0132814288985574	GO:0048869	GO:BP	cellular developmental process	21031	13537	c("GO:0009987", "GO:0032502")
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:6270	CORUM	DMTN-SYNE1- complex	3383	2021	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:6300	CORUM	CDKN1A-TP53-CDK1-PCNA complex	3383	2040	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:6188	CORUM	STIP-USP7-p53 complex	3383	1959	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:6287	CORUM	SLC2A1-DMTN-ADD2 complex	3383	2029	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:5241	CORUM	SMC1-SMC3 complex	3383	1609	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:6112	CORUM	DGAT2-MGAT2 complex	3383	1898	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:5862	CORUM	CAV1-VDAC1-ESR1 complex	3383	1834	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:5812	CORUM	p53-BCL2 complex	3383	1817	CORUM:0000000
query_1	TRUE	0.0458661823949119	1	31	1	0.032258064516129	1	CORUM:5811	CORUM	p53-BCL2 complex	3383	1816	CORUM:0000000
query_1	TRUE	0.0458661823949119	1	31	1	0.032258064516129	1	CORUM:5714	CORUM	NOS3-CAV1 complex	3383	1781	CORUM:0000000
query_1	TRUE	0.0458661823949119	4	31	2	0.0645161290322581	0.5	CORUM:6303	CORUM	DDX11-RAD21-SMC1A-SMC3 complex	3383	2043	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:5659	CORUM	SEMA3C-PlexinD1-Nrp1 complex	3383	1762	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:4090	CORUM	SMAD6-HOXA9 complex	3383	1535	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:5331	CORUM	YY1-MDM2-p53 complex	3383	1641	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:5288	CORUM	P53-BARD1-KU70 complex	3383	1635	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:4089	CORUM	SMAD6-HOXC8 complex	3383	1534	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:6324	CORUM	NLRP2 inflammasome	3383	2054	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7049	CORUM	TLR1-TLR2-lipoprotein complex	3383	2551	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:6503	CORUM	SOS1-ABI1-EPS8L2 complex	3383	2180	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7180	CORUM	p53-MDM2 complex	3383	2669	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7187	CORUM	GNAS-L-GNB1-GNG10 complex	3383	2672	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7079	CORUM	GNAI1-GNB4-GNG10 complex	3383	2576	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:3231	CORUM	Eps15-stonin2 complex	3383	1472	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7078	CORUM	GNAI1-GNB3-GNG10 complex	3383	2575	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7188	CORUM	GNAS-L-GNB2-GNG10 complex	3383	2673	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7189	CORUM	GNAS-L-GNB3-GNG10 complex	3383	2674	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7193	CORUM	GNAS-L-GNB4-GNG10 complex	3383	2678	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7077	CORUM	GNAI1-GNB2-GNG10 complex	3383	2574	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7080	CORUM	GNAI1-GNB5-GNG10 complex	3383	2577	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7076	CORUM	GNAI1-GNB1-GNG10 complex	3383	2573	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7048	CORUM	TLR1-TLR2 complex	3383	2550	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7194	CORUM	GNAS-L-GNB5-GNG10 complex	3383	2679	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7262	CORUM	3-Hydroxyacyl CoA dehydrogenase	3383	2728	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:6640	CORUM	Phosphorylase kinase complex	3383	2272	CORUM:0000000
query_1	TRUE	0.0458661823949119	14	31	2	0.0645161290322581	0.142857142857143	CORUM:6468	CORUM	TRAPP complex	3383	2150	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:3172	CORUM	NUMB-TP53-MDM2 complex	3383	1442	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:7424	CORUM	ISLR2-ROCK1 complex	3383	2834	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:3129	CORUM	STAT6-p100-RHA complex	3383	1414	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:7420	CORUM	TP53-TSPY1-USP7 complex	3383	2830	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:98	CORUM	p300-MDM2-p53 protein complex	3383	52	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:550	CORUM	NOS3-CAV1-NOSTRIN complex	3383	306	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:3170	CORUM	Daxx-Axin-p53 complex	3383	1441	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:577	CORUM	FHL2-p53-HIPK2 complex	3383	325	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:1063	CORUM	GRASP-GRP1 complex	3383	571	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2100	CORUM	CHUK-IKBKB-MAP3K14 complex	3383	905	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2104	CORUM	IKKB-NIK complex	3383	907	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2351	CORUM	ITGB6-FYN-FN1 complex	3383	991	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2375	CORUM	FN1-TGM2 complex	3383	1008	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:557	CORUM	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	3383	313	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2396	CORUM	ITGA7-ITGB1-CD9 complex	3383	1020	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2395	CORUM	ITGA7-ITGB1-CD151 complex	3383	1019	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2821	CORUM	hSIR2-p53 complex	3383	1223	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2775	CORUM	MDC1-p53BP1-SMC1 complex	3383	1191	CORUM:0000000
query_1	TRUE	0.0458661823949119	1	31	1	0.032258064516129	1	CORUM:2681	CORUM	p53 homotetramer complex	3383	1126	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2844	CORUM	Axin-p53-HIPK2 complex	3383	1238	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2678	CORUM	FOXO3-TP53 complex, oxidative stress stimulated	3383	1124	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2670	CORUM	Er-alpha-p53-hdm2 complex	3383	1123	CORUM:0000000
query_1	TRUE	0.0458661823949119	1	31	1	0.032258064516129	1	CORUM:2462	CORUM	Caveolin-1 homodimer complex	3383	1061	CORUM:0000000
query_1	TRUE	0.0458661823949119	3	31	1	0.032258064516129	0.333333333333333	CORUM:2397	CORUM	ITGA7-ITGB1-ITGB1BP3 complex	3383	1021	CORUM:0000000
query_1	TRUE	0.0458661823949119	2	31	1	0.032258064516129	0.5	CORUM:2679	CORUM	p53-SP1 complex	3383	1125	CORUM:0000000
query_1	TRUE	0.0463988832826936	266	187	9	0.0481283422459893	0.0338345864661654	GO:0003007	GO:BP	heart morphogenesis	21031	1465	c("GO:0007507", "GO:0009887")
query_1	TRUE	0.0463988832826936	511	187	13	0.0695187165775401	0.025440313111546	GO:1901652	GO:BP	response to peptide	21031	22152	c("GO:0010243", "GO:1901700")
query_1	TRUE	0.0463988832826936	324	187	10	0.053475935828877	0.0308641975308642	GO:0046394	GO:BP	carboxylic acid biosynthetic process	21031	12522	c("GO:0016053", "GO:0019752")
query_1	TRUE	0.0463988832826936	78	187	5	0.0267379679144385	0.0641025641025641	GO:0003151	GO:BP	outflow tract morphogenesis	21031	1592	c("GO:0003007", "GO:0009653")
query_1	TRUE	0.0467650471996491	313	197	10	0.050761421319797	0.0319488817891374	GO:0005788	GO:CC	endoplasmic reticulum lumen	22097	353	c("GO:0005783", "GO:0070013")
query_1	TRUE	0.0467650471996491	6228	197	77	0.390862944162437	0.0123635195889531	GO:0071944	GO:CC	cell periphery	22097	2793	GO:0110165
query_1	TRUE	0.0480588024198925	327	187	10	0.053475935828877	0.0305810397553517	GO:0016053	GO:BP	organic acid biosynthetic process	21031	5145	c("GO:0006082", "GO:0044249", "GO:0044283", "GO:1901576")
query_1	TRUE	0.0482876213253062	388	187	11	0.0588235294117647	0.0283505154639175	GO:0050767	GO:BP	regulation of neurogenesis	21031	13670	c("GO:0022008", "GO:0051960", "GO:0060284")
query_1	TRUE	0.0486804282902793	519	187	13	0.0695187165775401	0.0250481695568401	GO:0090066	GO:BP	regulation of anatomical structure size	21031	18517	GO:0065008
query_1	TRUE	0.0486804282902793	123	187	6	0.0320855614973262	0.048780487804878	GO:0006805	GO:BP	xenobiotic metabolic process	21031	2515	c("GO:0044237", "GO:0071466")
query_1	TRUE	0.0486804282902793	2531	187	38	0.203208556149733	0.0150138285262742	GO:0007399	GO:BP	nervous system development	21031	2932	GO:0048731
query_1	TRUE	0.0486804282902793	1179	187	22	0.117647058823529	0.0186598812553011	GO:1901701	GO:BP	cellular response to oxygen-containing compound	21031	22188	c("GO:0070887", "GO:1901700")
query_1	TRUE	0.0486804282902793	169	187	7	0.0374331550802139	0.0414201183431953	GO:0003205	GO:BP	cardiac chamber development	21031	1644	c("GO:0007507", "GO:0048856")
query_1	TRUE	0.0486804282902793	5	187	2	0.0106951871657754	0.4	GO:1905232	GO:BP	cellular response to L-glutamate	21031	25106	c("GO:0071230", "GO:1902065")
